 -1.48341   1.48826
  .874146   1.14172
 -1.51732   .884099
  1.12353    2.5025
 -1.15831   .960791
 -1.86458    .83719
 -1.21933   3.11103
   .87535   2.72154
  1.43039   2.87534
  .508266   2.50613
 -.936211   1.35059
 -.878721   1.82547
  .931326   2.06648
  1.65391   1.27247
 -1.54381   1.45753
  1.61568    1.1201
  .543001   1.25941
  .780332   2.90056
 -.560419   2.32365
 -1.24291   1.58883
 -.945102   3.09131
  1.91242   2.20377
 -1.46389   .740549
  .580019   1.16269
  1.71432   2.95412
  .899198   2.16367
  1.54537   2.09932
  -1.0785   .794861
  1.21284   2.32894
  -.47149   .549402
  -1.2892   1.71346
 -1.40201   1.53643
 -1.84748   1.98231
  1.14936   2.49973
  1.29511   .724775
  .928291   2.66901
   .88945   2.57296
  1.44006   2.34402
 -.837675    1.0215
 -1.22838   2.63836
  1.53388    1.9406
  .678924    3.0584
  1.48184   2.34915
 -1.31184   1.43075
  1.20307   2.70418
 -.588561    1.7167
  .586335   1.92668
  .858634    2.2288
  1.16145   .647713
  1.60879    3.0089
 -1.56984   2.18538
 -1.10012   3.12404
  1.66274   1.95327
  .683815   .641294
  .728011   2.21684
  1.75774   1.21639
 -1.57302    .96797
 -.589428   2.20367
  1.13972   .598774
 -1.10579   .875519
  .512191   1.40562
 -.703996   2.22692
  1.89068   .705971
  1.84512   1.36494
  -1.5065   .587014
   1.8128    .66572
 -1.56339   3.12969
  .498679   2.52338
 -.649658   .634893
 -.593003   1.06043
 -1.36176   2.27027
  .670146   1.58131
 -1.67578   2.68061
 -1.09869   3.12542
  1.85433   2.68694
 -.873039   1.30191
  1.89036   1.69484
  -.74995   3.00271
 -1.15186    1.6309
  1.24852   2.70001
 -1.81938   .571746
 -1.07563   1.08916
  .589863   1.55941
 -.949163   1.96045
  -.83816    1.0283
 -.959664   1.63098
 -.504465   2.54348
 -1.55052   2.76702
 -.732594   2.56649
 -1.52411   2.89392
  1.29297   2.18339
 -1.89405   .815114
  1.74324   2.52524
 -1.72873   2.50874
 -.475433   .770755
  1.13553   .798287
  1.63455   1.77776
  .455114   2.53541
  1.86561   1.76492
  1.45736   1.99445
  .530575   1.85417
  .986816   .739015
 -1.74382   1.25788
  .504038   1.07326
 -.979619   1.51373
 -.996127   2.34907
 -.734379   .864821
 -1.39794   1.92211
  1.47351   1.82009
  .825583   1.36176
 -1.14775   1.96405
 -.760278   1.93789
  1.88418   1.48252
  1.47962   2.88473
  1.88265   2.61066
 -1.72316   1.82165
   1.5453   1.01692
 -.714505   1.58736
   1.7575   2.07792
 -.764575   1.04752
  1.02069   2.98213
  1.62898   2.83886
 -1.20751   .597801
  1.76811   1.31074
