  1.48455  -2.10297
  .754778   2.72546
  1.12023  -2.77205
 -.284133   1.21111
  2.04762  -2.06703
0.0334436  -3.04201
  .207269  -.750506
  .139022    .90403
   -.2379   .829787
  .402312    1.1159
  2.41158  -1.14326
  2.06365  -.457281
 -.152551   1.83745
 -1.45627   2.35775
  1.37981  -2.11508
  -1.1979   2.47952
  1.38961   2.37319
  .338839   .751544
  1.42679   .279647
  1.86669  -1.46374
  .398507  -.494086
 -1.33083   .732595
  1.21946  -2.87913
  1.31962   2.36939
 -.246871   .644793
-0.0762072   1.69194
 -1.12595   1.40148
  2.11507  -2.11467
 -.418741    1.4218
  3.01897  -.778743
  1.76707  -1.43492
  1.61054  -1.78196
  .730465  -1.71404
 -.439308   1.26225
0.0145075    3.0629
0.000812714   .953194
-0.0537242   1.17238
  -.89979   1.21483
  2.68101  -1.25663
  .837659  -.511803
 -1.11409   1.56766
  .445384   .432361
 -.899407   1.17564
  1.73924  -1.79105
 -.220195   .922713
  2.25581 0.0524263
  .616436    1.9173
 0.051021   1.65205
  .413278   3.11402
 -.172177   .743725
  1.12144  -1.27072
  .401741  -.539738
 -1.42154    1.3735
  1.87906   2.54651
   .13369   1.52057
 -1.58899   2.17816
  1.03379  -2.67622
  1.64105   .165653
  .665316   3.20221
  2.14797  -2.04669
  1.28793   2.15728
  1.57798 0.0021259
 -1.73957   2.56528
 -1.80493   1.81464
  .940892  -2.96743
  -1.4466   2.78601
0.0653013   -.63433
  .421475   1.14697
  2.84577  -1.15803
  2.82365  -.523749
  1.20573  -.996586
  .735498   2.29121
  .456685  -.945763
  .326952  -.633424
 -.718333   .616838
  2.50994  -.951884
 -1.80419   1.41804
  .595467  -.354596
  1.90214  -1.23203
 -.219579   .877127
 -.131419  -3.07161
  2.25807  -1.79166
   .82458   2.23126
  1.81629  -.643421
  2.66143   -1.1959
  2.12991   -.77471
  1.20002   .185528
  .432742  -.715092
  1.22605 -0.0352217
  .307948  -.674404
 -.672029   1.56925
-0.00958132  -3.04422
 -.992731   .816794
  .569159  -.954789
  3.02276  -.544946
  .364659   3.01957
 -1.27737   1.65632
  .549911   1.08602
 -1.76227   1.31313
 -.947392   1.66366
  .822379   1.87803
  .848653    2.9166
  .772672  -2.56025
  1.67932    2.3006
  2.24025  -.952849
  1.40574  -.448822
  2.80444  -1.21293
  1.54614  -1.34115
 -1.06577   1.79099
   .61897   2.48966
  1.73474  -.916663
  1.96056  -.176304
 -1.97183   1.65401
 -.278466    .64737
 -.865523   .547958
  1.05052  -1.89591
  -1.0234    2.6911
  2.30582   -.32609
 -1.25129   1.12006
  2.73784  -.942142
  .241831   .727348
   -.5057   .703139
  1.65115  -2.67303
 -1.76738   2.01062
  .121527  -3.04744
   2.0557  -2.41503
 -.918675   .928505
  1.96876   -.10499
 -.820543   1.93719
  .448462  -.685592
 -.534062   1.67625
  1.66382   .249202
  .502629   .701397
 -.617212    2.5475
  .102835   1.29185
  1.56298  -1.01843
  .676558   .428545
 -.322729   2.70727
 -1.65217   1.18819
-0.068912   .674568
  .827762   -.13896
 -.520367   2.31557
   1.2852  -.195594
  .505936  -.504774
  2.39832  -1.73681
  1.62575  -.430002
 -.952788   1.43688
 -1.59395   2.29796
 -1.69356   1.73941
  .288764   .622186
 -.507454   2.29844
  .297352   .696191
  2.99998  -.970315
  .289332  -.736935
  1.10892   -.93326
   1.1203  -.794692
  1.83833   2.38631
  1.54436   -.20506
  2.24911   -.73981
  .337432   2.50223
  .787318   2.48574
  .496777  -.628296
  .204133  -.861488
  .358455   1.39215
  .301765   .745203
  .589112    2.7079
  3.00035  -1.14478
  .739688  -2.29362
  1.62786   2.24365
 -1.59498   2.11104
  1.32514   2.43126
0.0292258   .659195
   .65099  -.217628
  2.23342  -1.68481
  -.13671   1.45313
  .464185    2.5275
  1.33989  -2.31842
  2.15177  -.241052
  2.85677  -.720974
 -1.46318    2.0299
  .848576  -.636484
  1.45354   .340376
  .266733   .661869
  1.79349  -2.52038
  .511441   2.60333
  -.40861   .676123
    2.113  -1.51354
  1.65503   2.62359
  1.15567  -1.08942
  1.07335  -2.91887
  1.73328   2.62676
 -.839001   .919932
  1.54824   2.45577
  .880824  -2.24094
  1.14709  -2.68378
    .8178   1.85117
  .494063   .506782
  2.23329  -.290039
  1.20596  -2.81488
  .154168   .866224
  1.23278  -2.91158
 -.487746    .85703
 -.831443   2.94346
  1.30561  -.755704
  .950317   2.51206
  .720858  -2.52391
  .415322   3.09667
  1.64755   2.76952
  1.08874 0.00603314
  1.96145 -0.0102304
  -1.5904   1.87703
-0.00379863   -.68957
 -.781969   .659963
  .445536  -.494251
 -.184631   2.40598
  2.49753  -.542464
 -.921562   .705757
  1.06398  -1.88699
